PC1,PC2,label
1.3273234472544124,0.09595963719147887,0
-7.371898296737612,0.9136661818502558,0
2.965714806741247,-1.3091328280710606,0
-1.7608197184300869,-1.393624426464483,0
-0.71888559746233,-0.8408355571085137,0
-7.302340537250975,14.797289273707527,0
-5.099444753326441,4.2622675333484885,0
0.6763144503077221,4.317282390284065,0
5.225831235830177,-0.9007769330876719,0
-1.0262755198160916,-1.7348836916842132,0
2.0008064756290325,-0.25739817879995014,0
1.3697110092192608,1.0953568987811921,0
0.6014575234573601,0.29630674779444666,0
1.043948427018283,0.09642021192567188,0
-0.6204102592522901,-1.1859149230990362,0
-1.8328918930413718,0.855631550821906,0
-0.6926163110291048,-0.4016554779162349,0
0.7297707114817873,8.049073920037957,0
-1.035373888399765,1.7102530394473299,0
-0.3166564947771548,0.15863894719632374,0
-7.775673315684367,19.781070821035325,0
-0.4469425680069956,0.6864233554297444,0
0.8825017034969335,1.9403114113368558,0
-7.11672827572586,-1.607082582646916,0
2.042859630587187,0.11033076325912912,0
-1.3805184124949428,0.6481690506641475,0
1.7003076579733434,1.3126827241970556,0
1.290322504135487,0.24251439418483087,0
0.7901502626460544,0.5786240511978777,0
-1.7988474728925365,-1.2709903894850199,0
1.63332599442873,0.4604881631381596,0
-0.2170110244926563,0.14437391883108405,0
1.0498865889037843,-1.9410250919762289,0
2.4240306273202474,-1.3559105041190271,0
-0.2293286887571054,0.053953027052184334,0
-0.43520421279053983,-1.050786691305997,0
-0.6992716996903973,-0.1249863130229212,0
0.053716624493199625,2.089342561636646,0
0.15609799301759877,0.3542032089832366,0
7.311408604030229,3.164833283961636,0
-1.3252296647726245,0.024634979021919332,0
1.6409808339530993,-0.1966039532890929,0
-1.0416275346370094,0.3698178928500224,0
4.932954264895618,-1.0241564118882105,0
0.5388400369224037,0.8842485942420738,0
0.5212500166949343,-0.29283827313858013,0
3.605482060452541,3.6877545457135446,0
-2.3877259731053724,-1.1984260000872513,0
1.5543851388264425,0.4023246740097946,0
1.13075141989284,0.9889640292819186,0
-0.9006116662813171,-1.4517408597919912,0
0.5913810284530912,0.47887403749300633,0
0.7711904076724921,6.205520305863628,0
1.1885384681764923,-0.7563033032660187,0
0.11096674564873471,0.8642526633154775,0
0.9811317274444994,1.145515679001766,0
1.5858336396699206,1.4087976400356585,0
-0.3667228140921503,-0.47347054665427096,0
-0.14889795494876853,0.4200079379505597,0
3.25914825430866,0.4130324424096329,0
1.8147469894735346,0.14602182861557506,0
1.1705104729428837,-1.3531432422699978,0
-1.246701149404759,0.6231029602132738,0
0.19571190705125507,3.258263125642606,0
0.06882552627839571,0.24565489442807384,0
14.408576365992547,2.671466974787587,0
-0.8895324676648548,-0.9157240225692569,0
-0.17624132172090107,-0.8943370063301956,0
0.6834914984415371,-0.5216081587347671,0
-2.518240701590657,-0.37998273731031346,0
-0.5345972056886032,1.1369062930873806,0
-3.004000343304502,-0.0843806187185243,0
0.21320440109665176,0.2915702384947346,0
-0.9100072736029761,2.3720965580712563,0
0.5628761587320199,3.5954429758438486,0
-7.247271192607449,-1.637868233870096,0
-0.5663034944066273,20.875358273100748,0
-0.9626375895623852,0.15516827970010288,0
0.7913580885422995,0.7931603334555806,0
-2.182642870402904,-0.913259402945394,0
0.059632200971079526,-0.5618500171307719,0
0.4140512873523959,-0.2498652627126434,0
-0.07359582241519423,0.22161792867459648,0
-5.719425229510035,-0.011798634575482332,0
0.3598118852391147,1.0294268609100645,0
-2.745516696103439,-2.105166214286401,0
1.935365446154109,0.040166014112284196,0
-4.7450144295663845,1.289617801304753,0
-0.16022158415897803,0.2804236795355551,0
0.6239978631946362,-0.5179206394468333,0
0.47953420125351803,3.91780481861547,0
1.8762484936779775,5.847255438616746,0
0.9139527358791439,1.740732661202746,0
1.3457671289505706,-0.7170417126158354,0
1.1305750299659467,-1.0345693184341347,0
8.583275294577394,-0.1200834696161091,0
1.5780112686971928,-1.1935953663354868,0
3.008435756481734,-0.27842147590247457,0
1.5119142409755366,1.620613412418195,0
-0.9711294811709785,-1.6232107672837657,0
1.801479792684741,1.4313688517243985,0
4.553691708758329,2.0663895651581834,0
-0.33969354382655575,0.25208970027158306,0
-0.1295197196130819,-0.5268753084982708,0
0.6948221477154127,-0.08991156281501377,0
0.8032715631694533,-2.927434838147738,0
1.9029638431115905,11.086126023598037,0
6.885429224825803,1.787461846870478,0
-0.28852386875375635,-0.022181373772720767,0
-0.04184527559252555,-1.7538690011179812,0
1.274106370996038,1.0810466278484858,0
0.3255517123958994,2.6625528364620847,0
0.9439718631973676,-0.32032959117126086,0
3.372217536909789,0.5026241333141097,0
-0.3124798662908995,-0.1745498850993718,0
0.5850755761082973,1.4133178731198937,0
-0.01954769308036248,2.451328818220034,0
-0.8130481841522395,-1.1156158776722462,0
0.8347576446852807,1.5140426674245966,0
1.88825171187579,-0.2790082391528083,0
0.2140120983392639,-0.9342825996906092,0
2.4838174783331497,-0.6891136461885304,0
0.28033507068010904,0.5845257227997166,0
-0.7522771147584202,3.039239264782281,0
1.1518804851895506,-0.05693153607604282,0
-1.5795233003661757,-1.328423553466399,0
-6.058774274757869,-0.8078833363157367,0
-0.4326395946574234,-1.8301917829558334,0
-6.888294557528678,0.5488929718810566,0
0.8894554551872337,-0.10416554822988024,0
2.9039723547553318,-0.3585936009755702,0
-3.8473613128361723,-1.2423008306972894,0
-0.6785555298992855,-0.690133048751604,0
-0.4813037484365213,-1.025025323547576,0
-0.31387676108311013,-1.1057977015751235,0
0.7065160348014072,-0.49373039600816654,0
-2.2007787969878563,-0.36137437069279427,0
0.4183368173276626,1.4315818784333165,0
-4.648201211098213,1.5557130316616323,0
1.6681169322433873,3.0416839232790904,0
0.4442314059259917,1.0439897192097807,0
3.1571444817247,1.7296641103093031,0
1.0701972620538331,1.6342663578596344,0
0.457018412327525,1.275902185966053,0
-1.7235407880599856,-0.42573680592089713,0
1.088965113095547,1.1134263149847452,0
-0.08854233490691775,-0.08914775017662767,0
0.9666759938568098,0.16289019068328772,0
0.543192604126498,-0.38016472018664876,0
-3.2016899577270417,1.2681410207706523,0
1.9568200214506235,-1.4487489295273057,0
0.30810896108812874,-1.4743812037950246,0
