5,23,33.0368,0,11.8,0.43,15.34,4,10,9,10,6,7,8,4,11,4,10,272.08,0.410997,-0.06,-9.1e-05,437.32,0.660604,0.368973
74,10,15.1138,0,4.86,-1.11,6.94,3,3,4,5,3,2,2,3,5,3,3,272.08,0.410997,-0.06,-9.1e-05,437.32,0.660604,0.368973
130,25,36.7806,0,9.19,-0.66,16.34,12,9,4,6,12,7,7,12,6,12,9,272.08,0.410997,-0.06,-9.1e-05,437.32,0.660604,0.368973
170,7,9.92073,0,3.12,-1.26,4.75,2,4,1,3,2,2,2,2,3,2,4,272.08,0.410997,-0.06,-9.1e-05,437.32,0.660604,0.368973
182,12,16.4027,0,4.87,-0.71,8.64,5,3,4,6,4,2,2,4,6,5,3,272.08,0.410997,-0.06,-9.1e-05,437.32,0.660604,0.368973
258,11,15.6833,0,4.38,-0.12,7.18,5,4,2,3,5,3,3,4,4,5,4,272.08,0.410997,-0.06,-9.1e-05,437.32,0.660604,0.368973
271,5,8.37062,0,2.54,-1.33,4.09,1,3,1,4,0,1,1,0,4,1,3,272.08,0.410997,-0.06,-9.1e-05,437.32,0.660604,0.368973
277,7,9.97149,0,3.66,1.11,4.36,1,4,2,2,2,3,3,1,3,1,4,272.08,0.410997,-0.06,-9.1e-05,437.32,0.660604,0.368973
297,9,11.8981,0,4.32,1.29,4.95,2,5,2,2,2,5,5,2,2,2,5,272.08,0.410997,-0.06,-9.1e-05,437.32,0.660604,0.368973
310,3,5.36299,0,0.99,-0.05,1.9,1,2,0,1,1,1,1,1,1,1,2,272.08,0.410997,-0.06,-9.1e-05,437.32,0.660604,0.368973
320,6,8.53821,0,2.04,-0.73,4.16,3,2,1,2,3,1,1,3,2,3,2,272.08,0.410997,-0.06,-9.1e-05,437.32,0.660604,0.368973
5,22,31.7282,0,11.3,-0.2,14.96,4,9,9,10,6,6,7,4,11,4,9,272.08,0.410997,-0.06,-9.1e-05,437.32,0.660604,0.368973
76,8,10.7539,0,4.15,-0.92,5.45,2,3,3,4,2,2,2,2,4,2,3,272.08,0.410997,-0.06,-9.1e-05,437.32,0.660604,0.368973
130,26,37.0732,0,9.92,0.09,16.74,12,9,5,6,12,8,8,12,6,12,9,272.08,0.410997,-0.06,-9.1e-05,437.32,0.660604,0.368973
170,7,9.93448,0,3.12,-1.26,4.75,2,4,1,3,2,2,2,2,3,2,4,272.08,0.410997,-0.06,-9.1e-05,437.32,0.660604,0.368973
182,12,16.3804,0,4.87,-0.71,8.64,5,3,4,6,4,2,2,4,6,5,3,272.08,0.410997,-0.06,-9.1e-05,437.32,0.660604,0.368973
258,11,15.618,0,4.38,-0.12,7.18,5,4,2,3,5,3,3,4,4,5,4,272.08,0.410997,-0.06,-9.1e-05,437.32,0.660604,0.368973
271,5,8.05782,0,2.54,-1.33,4.09,1,3,1,4,0,1,1,0,4,1,3,272.08,0.410997,-0.06,-9.1e-05,437.32,0.660604,0.368973
277,7,9.84406,0,3.66,1.11,4.36,1,4,2,2,2,3,3,1,3,1,4,272.08,0.410997,-0.06,-9.1e-05,437.32,0.660604,0.368973
297,8,10.6412,0,3.82,0.66,4.57,2,4,2,2,2,4,4,2,2,2,4,272.08,0.410997,-0.06,-9.1e-05,437.32,0.660604,0.368973
310,3,5.3381,0,0.99,-0.05,1.9,1,2,0,1,1,1,1,1,1,1,2,272.08,0.410997,-0.06,-9.1e-05,437.32,0.660604,0.368973
320,6,8.53369,0,2.04,-0.73,4.16,3,2,1,2,3,1,1,3,2,3,2,272.08,0.410997,-0.06,-9.1e-05,437.32,0.660604,0.368973
