27.0,23.0,33.03681,0.0,11.8,0.43,15.34,4.0,10.0,10.0,6.0,7.0,8.0,4.0,11.0,4.0,10.0,9.0,272.08,0.410997,-0.06,-9.1e-05,437.32,0.660604,0.368973
83.0,10.0,15.113785,0.0,4.86,-1.11,6.94,3.0,3.0,5.0,3.0,2.0,2.0,3.0,5.0,3.0,3.0,4.0,272.08,0.410997,-0.06,-9.1e-05,437.32,0.660604,0.368973
154.0,25.0,36.780563,0.0,9.19,-0.66,16.34,12.0,9.0,6.0,12.0,7.0,7.0,12.0,6.0,12.0,9.0,4.0,272.08,0.410997,-0.06,-9.1e-05,437.32,0.660604,0.368973
176.0,7.0,9.920728,0.0,3.12,-1.26,4.75,2.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,1.0,272.08,0.410997,-0.06,-9.1e-05,437.32,0.660604,0.368973
193.0,12.0,16.402727,0.0,4.87,-0.71,8.64,5.0,3.0,6.0,4.0,2.0,2.0,4.0,6.0,5.0,3.0,4.0,272.08,0.410997,-0.06,-9.1e-05,437.32,0.660604,0.368973
268.0,11.0,15.683342,0.0,4.38,-0.12,7.18,5.0,4.0,3.0,5.0,3.0,3.0,4.0,4.0,5.0,4.0,2.0,272.08,0.410997,-0.06,-9.1e-05,437.32,0.660604,0.368973
275.0,5.0,8.370619,0.0,2.54,-1.33,4.09,1.0,3.0,4.0,0.0,1.0,1.0,0.0,4.0,1.0,3.0,1.0,272.08,0.410997,-0.06,-9.1e-05,437.32,0.660604,0.368973
283.0,7.0,9.971487,0.0,3.66,1.11,4.36,1.0,4.0,2.0,2.0,3.0,3.0,1.0,3.0,1.0,4.0,2.0,272.08,0.410997,-0.06,-9.1e-05,437.32,0.660604,0.368973
305.0,9.0,11.898093,0.0,4.32,1.29,4.95,2.0,5.0,2.0,2.0,5.0,5.0,2.0,2.0,2.0,5.0,2.0,272.08,0.410997,-0.06,-9.1e-05,437.32,0.660604,0.368973
312.0,3.0,5.362994,0.0,0.99,-0.05,1.9,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,272.08,0.410997,-0.06,-9.1e-05,437.32,0.660604,0.368973
325.0,6.0,8.538208,0.0,2.04,-0.73,4.16,3.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,272.08,0.410997,-0.06,-9.1e-05,437.32,0.660604,0.368973
26.0,22.0,31.72823,0.0,11.3,-0.2,14.96,4.0,9.0,10.0,6.0,6.0,7.0,4.0,11.0,4.0,9.0,9.0,272.08,0.410997,-0.06,-9.1e-05,437.32,0.660604,0.368973
83.0,8.0,10.75389,0.0,4.15,-0.92,5.45,2.0,3.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,272.08,0.410997,-0.06,-9.1e-05,437.32,0.660604,0.368973
155.0,26.0,37.073173,0.0,9.92,0.09,16.74,12.0,9.0,6.0,12.0,8.0,8.0,12.0,6.0,12.0,9.0,5.0,272.08,0.410997,-0.06,-9.1e-05,437.32,0.660604,0.368973
176.0,7.0,9.934476,0.0,3.12,-1.26,4.75,2.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,1.0,272.08,0.410997,-0.06,-9.1e-05,437.32,0.660604,0.368973
193.0,12.0,16.380357,0.0,4.87,-0.71,8.64,5.0,3.0,6.0,4.0,2.0,2.0,4.0,6.0,5.0,3.0,4.0,272.08,0.410997,-0.06,-9.1e-05,437.32,0.660604,0.368973
268.0,11.0,15.61796,0.0,4.38,-0.12,7.18,5.0,4.0,3.0,5.0,3.0,3.0,4.0,4.0,5.0,4.0,2.0,272.08,0.410997,-0.06,-9.1e-05,437.32,0.660604,0.368973
275.0,5.0,8.057819,0.0,2.54,-1.33,4.09,1.0,3.0,4.0,0.0,1.0,1.0,0.0,4.0,1.0,3.0,1.0,272.08,0.410997,-0.06,-9.1e-05,437.32,0.660604,0.368973
283.0,7.0,9.844061,0.0,3.66,1.11,4.36,1.0,4.0,2.0,2.0,3.0,3.0,1.0,3.0,1.0,4.0,2.0,272.08,0.410997,-0.06,-9.1e-05,437.32,0.660604,0.368973
304.0,8.0,10.641228,0.0,3.82,0.66,4.57,2.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,272.08,0.410997,-0.06,-9.1e-05,437.32,0.660604,0.368973
312.0,3.0,5.338098,0.0,0.99,-0.05,1.9,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,272.08,0.410997,-0.06,-9.1e-05,437.32,0.660604,0.368973
325.0,6.0,8.533689,0.0,2.04,-0.73,4.16,3.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,272.08,0.410997,-0.06,-9.1e-05,437.32,0.660604,0.368973
31.0,3.0,6.693734,0.0,1.47,1.0,1.73,0.0,3.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,3.0,0.0,272.08,0.410997,-0.06,-9.1e-05,437.32,0.660604,0.368973
99.0,9.0,24.763633,1.0,3.96,1.5,5.32,3.0,2.0,1.0,5.0,3.0,4.0,3.0,2.0,3.0,2.0,4.0,272.08,0.410997,-0.06,-9.1e-05,437.32,0.660604,0.368973
122.0,10.0,28.430592,-1.0,5.94,1.29,6.79,2.0,4.0,5.0,1.0,4.0,5.0,0.0,5.0,2.0,4.0,4.0,272.08,0.410997,-0.06,-9.1e-05,437.32,0.660604,0.368973
296.0,7.0,19.891782,-1.0,1.32,-0.19,4.22,5.0,2.0,0.0,5.0,2.0,2.0,5.0,0.0,5.0,2.0,0.0,272.08,0.410997,-0.06,-9.1e-05,437.32,0.660604,0.368973
254.0,10.0,27.609555,-1.0,3.61,0.29,6.3,5.0,3.0,2.0,4.0,4.0,4.0,4.0,2.0,5.0,3.0,2.0,272.08,0.410997,-0.06,-9.1e-05,437.32,0.660604,0.368973
240.0,8.0,22.176803,-1.0,3.45,1.45,5.12,2.0,5.0,3.0,1.0,4.0,4.0,1.0,3.0,2.0,5.0,1.0,272.08,0.410997,-0.06,-9.1e-05,437.32,0.660604,0.368973
199.0,5.0,13.070107,-1.0,2.09,2.63,2.3,1.0,3.0,0.0,1.0,4.0,4.0,1.0,0.0,1.0,3.0,1.0,272.08,0.410997,-0.06,-9.1e-05,437.32,0.660604,0.368973
169.0,4.0,10.13425,1.0,2.26,1.65,2.45,0.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,3.0,272.08,0.410997,-0.06,-9.1e-05,437.32,0.660604,0.368973
39.0,3.0,6.917887,0.0,1.46,-0.11,1.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,272.08,0.410997,-0.06,-9.1e-05,437.32,0.660604,0.368973
69.0,3.0,7.196485,-1.0,1.57,0.74,1.8,0.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,272.08,0.410997,-0.06,-9.1e-05,437.32,0.660604,0.368973
31.0,3.0,6.664218,0.0,1.47,1.0,1.73,0.0,3.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,3.0,0.0,272.08,0.410997,-0.06,-9.1e-05,437.32,0.660604,0.368973
99.0,9.0,24.38819,1.0,3.96,1.5,5.32,3.0,2.0,1.0,5.0,3.0,4.0,3.0,2.0,3.0,2.0,4.0,272.08,0.410997,-0.06,-9.1e-05,437.32,0.660604,0.368973
122.0,10.0,28.466098,-1.0,5.94,1.29,6.79,2.0,4.0,5.0,1.0,4.0,5.0,0.0,5.0,2.0,4.0,4.0,272.08,0.410997,-0.06,-9.1e-05,437.32,0.660604,0.368973
296.0,7.0,19.92945,-1.0,1.32,-0.19,4.22,5.0,2.0,0.0,5.0,2.0,2.0,5.0,0.0,5.0,2.0,0.0,272.08,0.410997,-0.06,-9.1e-05,437.32,0.660604,0.368973
254.0,10.0,27.180582,-1.0,3.61,0.29,6.3,5.0,3.0,2.0,4.0,4.0,4.0,4.0,2.0,5.0,3.0,2.0,272.08,0.410997,-0.06,-9.1e-05,437.32,0.660604,0.368973
240.0,8.0,22.418493,-1.0,3.45,1.45,5.12,2.0,5.0,3.0,1.0,4.0,4.0,1.0,3.0,2.0,5.0,1.0,272.08,0.410997,-0.06,-9.1e-05,437.32,0.660604,0.368973
199.0,5.0,12.98237,-1.0,2.09,2.63,2.3,1.0,3.0,0.0,1.0,4.0,4.0,1.0,0.0,1.0,3.0,1.0,272.08,0.410997,-0.06,-9.1e-05,437.32,0.660604,0.368973
169.0,4.0,9.928581,1.0,2.26,1.65,2.45,0.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,3.0,272.08,0.410997,-0.06,-9.1e-05,437.32,0.660604,0.368973
39.0,3.0,6.724052,0.0,1.46,-0.11,1.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,272.08,0.410997,-0.06,-9.1e-05,437.32,0.660604,0.368973
69.0,3.0,7.125341,-1.0,1.57,0.74,1.8,0.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,272.08,0.410997,-0.06,-9.1e-05,437.32,0.660604,0.368973
676.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.94,0.420886,10.06,0.027867,236.97,0.656427,0.3759
